bigscale\+11\10	299	37	210.242
bigscale\+11\11	299	37	210.459
bigscale\+11\12	299	37	211.795
bigscale\+11\13	299	37	213.803
bigscale\+11\14	299	37	210.39
bigscale\+11\15	299	37	208.964
bigscale\+12\1	329	41	230.494
bigscale\+12\2	329	41	230.596
bigscale\+12\3	329	41	230.142
bigscale\+12\4	329	41	233.463
bigscale\+12\5	329	41	231.261
bigscale\+12\6	329	41	231.872
bigscale\+12\7	329	41	233.573
bigscale\+12\8	329	41	232.964
bigscale\+12\9	329	41	234.644
bigscale\+12\10	329	41	233.299
bigscale\+12\11	329	41	230.619
bigscale\+12\12	329	41	229.994
bigscale\+12\13	329	41	229.778
bigscale\+12\14	329	41	233.371
bigscale\+12\15	329	41	232.474
bigscale\+13\1	349	44	244.593
bigscale\+13\2	349	44	244.372
bigscale\+13\3	349	44	246.672
bigscale\+13\4	349	44	245.269
bigscale\+13\5	349	44	247.643
bigscale\+13\6	349	44	248.267
bigscale\+13\7	349	44	245.844
bigscale\+13\8	349	44	244.704
bigscale\+13\9	349	44	242.727
bigscale\+13\10	349	44	246.593
bigscale\+13\11	349	44	244.468
bigscale\+13\12	349	44	246.206
bigscale\+13\13	349	44	245.865
bigscale\+13\14	349	44	246.311
bigscale\+13\15	349	44	244.771
bigscale\+14\1	379	47	266.259
bigscale\+14\2	379	47	267.869
bigscale\+14\3	379	47	267.782
bigscale\+14\4	379	47	264.979
bigscale\+14\5	379	47	262.847
bigscale\+14\6	379	47	270.53
bigscale\+14\7	379	47	266.76
bigscale\+14\8	379	47	268.12
bigscale\+14\9	379	47	264.489
bigscale\+14\10	379	47	263.942
bigscale\+14\11	379	47	267.654
bigscale\+14\12	379	47	267.052
bigscale\+14\13	379	47	266.088
bigscale\+14\14	379	47	264.617
bigscale\+14\15	379	47	271.098
bigscale\+15\1	399	50	277.984
bigscale\+15\2	399	50	282.801
bigscale\+15\3	399	50	279.26
bigscale\+15\4	399	50	282.235
bigscale\+15\5	399	50	280.325
bigscale\+15\6	399	50	279.954
bigscale\+15\7	399	50	279.187
bigscale\+15\8	399	50	281.958
bigscale\+15\9	399	50	283.113
bigscale\+15\10	399	50	281.091
bigscale\+15\11	399	50	279.055
bigscale\+15\12	399	50	282.853
bigscale\+15\13	399	50	280.774
bigscale\+15\14	399	50	279.42
bigscale\+15\15	399	50	282.629
